file,cats
758740918.txt,0-;7+;8-
782357615.txt,1+;4+
788205875.txt,
762888906.txt,3+
792927376.txt,
801548688.txt,7+
793539818.txt,3+
793810817.txt,2+;3+
789295342.txt,7+
757867336.txt,3+
793742547.txt,
798764180.txt,3+;4+
776715964.txt,
761070767.txt,0-;4+
741790509.txt,1+;3+
749561430.txt,3+
774102386.txt,
756349652.txt,0-;7+;8+
738462263.txt,4+;7+;8-
745532814.txt,0+;3+
797084911.txt,3+
801921117.txt,
764565226.txt,
765866931.txt,
746818881.txt,2+;8-
771807511.txt,1+;4+
806973621.txt,7+
743231012.txt,3+;4+;7+
806940980.txt,7+;8+
762930087.txt,0+;1+;3+;4+;7+;8+
765485212.txt,3+
767778210.txt,7+
764904084.txt,0-;7+
795087095.txt,
775432007.txt,3+
791394565.txt,
783250722.txt,
770042678.txt,2+;3+;8-
772260556.txt,8+
765525305.txt,0-;4+
746729664.txt,3+
778250182.txt,3+
809471414.txt,7+;8+
758335195.txt,0-;2-;3+;4+;5-;6+;8-
747193517.txt,
767672498.txt,3+
780942249.txt,1+
793554429.txt,1+;4+
792231328.txt,3+;4-
736611398.txt,
782522229.txt,1+;7+;8+
780788401.txt,0-;2+;3-;4+;8-
790129563.txt,
794213367.txt,3+
801707095.txt,3+
739412682.txt,3+
799539701.txt,7+;8+
774425078.txt,3+
807287505.txt,7+
802568390.txt,7+
795167213.txt,
771243546.txt,3+
743837934.txt,7+
772665227.txt,0+;1+;3+;7+;8-
763961325.txt,
745864947.txt,7+
788835027.txt,
773468337.txt,3+
804750706.txt,
773676416.txt,
807847455.txt,
772654561.txt,0-;3+;4-;8-
802564742.txt,4+;7+;8+
774541514.txt,
785165455.txt,1+;3+;8+
747425862.txt,
788573014.txt,
799732014.txt,8+
771815514.txt,3+
790195048.txt,3+
784226428.txt,
802944379.txt,3+
792644970.txt,7+
738839761.txt,7+;8-
804639413.txt,
795508554.txt,7+
776101153.txt,8+
742773529.txt,4+
800421511.txt,
773189076.txt,3+
772427441.txt,
741501537.txt,1+;3+;7+
769376549.txt,
745042497.txt,7+
757529993.txt,0-;3+
807518069.txt,4+
784238990.txt,
783739612.txt,1+;3+
803807786.txt,0-;4-;7+;8-
798814440.txt,3+
784876578.txt,4+
744417005.txt,0-;1+;2+;3+;4+;7+;8-
757160630.txt,
761010527.txt,3+
784168850.txt,
776447938.txt,3+
775571058.txt,1+;4+;7+;8+
800370464.txt,
787195043.txt,
742041716.txt,
768205062.txt,
783740717.txt,3+
798788846.txt,0-;3+
794812722.txt,
779787266.txt,1+
785466357.txt,
801670627.txt,1+;2+;3+;4+;7+;8-
810367821.txt,7+
748876204.txt,3+
767147688.txt,
764550447.txt,
773331639.txt,0+;2+;3+;4+;7+;8-
772534800.txt,3+
803176645.txt,0-;1+;2-;3+
779404864.txt,3-;6+;7+;8+
770152460.txt,8+
743366753.txt,3+
736599167.txt,
783433758.txt,
783099220.txt,
781906249.txt,3+
745583622.txt,
805753114.txt,4+
808381517.txt,
778394256.txt,3+
768124637.txt,
804814786.txt,7+
734527345.txt,4+;6+;7+;8-
733734332.txt,
790934814.txt,3+
793024097.txt,3+
792265428.txt,3+
780849267.txt,3+
804887111.txt,3+;4+
795469038.txt,3+
770307976.txt,0-;3+
793698650.txt,
794389525.txt,2+
734164303.txt,
750188737.txt,
800318887.txt,3+
800979315.txt,7+;8+
799691968.txt,
806322856.txt,3+;4+
762063650.txt,7+
786543892.txt,0+;1+;2-;3+;7+;8-
742335221.txt,0+;2-;3+;6+;8-
806405240.txt,2-;7+
759687195.txt,
800085505.txt,3+;4+;5+
802755112.txt,3+
804153475.txt,3+
766270349.txt,3+;4-
761401002.txt,7+;8-
756062274.txt,
779006277.txt,
771298986.txt,0+;3+;4+;5+;6+;7+;8-
778672447.txt,3+
795235873.txt,7+
769424073.txt,3+
743128040.txt,3+
810110564.txt,7+
783274298.txt,1+;3+
761013746.txt,
795907418.txt,0-;3-;6+;7+;8-
749562440.txt,
795179009.txt,
808054839.txt,3+
809387701.txt,0-;3+;4+;7+;8-
785510190.txt,
786934855.txt,
747378477.txt,3+
799348609.txt,5+
801209518.txt,7+
758361863.txt,
782720528.txt,1+;8-
802888435.txt,0-;8-
783101245.txt,
766684214.txt,
799593134.txt,7+
741293406.txt,3+
788569083.txt,3+
805835271.txt,7+
804820555.txt,7+
797897059.txt,
745921368.txt,3+
777537253.txt,8+
808366229.txt,1+;3+;7+;8+
808591388.txt,7+
789300157.txt,4+;5-;8-
753603791.txt,
790084401.txt,3+
776044175.txt,
784436695.txt,1+;3+;5+
749055368.txt,
792025273.txt,1+;2+;4+;5+;8-
783240312.txt,3+
806140856.txt,
806129638.txt,3+;4+;7+;8+
741003650.txt,3+
806335530.txt,7+
765217283.txt,3+
748075583.txt,
768131957.txt,
804246614.txt,7+
754106011.txt,3+
736555812.txt,5+;6+;8-
800331816.txt,
736234912.txt,
803902622.txt,7+
783703022.txt,
777992139.txt,7+;8-
804709108.txt,7+
800332852.txt,3+;4+
780620383.txt,7+;8-
796755763.txt,
804593065.txt,7+
793468284.txt,3+
732899803.txt,1+
736631849.txt,0-;3+;4-;8-
782637051.txt,1+;4+;8+
750951160.txt,3+
801345111.txt,
762504604.txt,7+;8-
801424950.txt,
807220605.txt,
805604329.txt,3+;4+
795203137.txt,3+
768381181.txt,
792453501.txt,2+;3+;7+
810033224.txt,
793460209.txt,3+
739049725.txt,3+
790480450.txt,3+;4-
761011547.txt,3+;4+;7+
790127356.txt,3+;4-
736879351.txt,
767832861.txt,
783112570.txt,
786942278.txt,1+;3+
787906061.txt,3+
761612361.txt,3+
750462082.txt,3+
800364357.txt,
789312632.txt,3+
744475688.txt,3+
776016234.txt,1+
808242767.txt,
751812763.txt,
800925731.txt,
781495325.txt,
737358705.txt,0-;3-;4+;5+;8-
758854003.txt,0+;1+
808107731.txt,3+;7+
806326599.txt,7+
780597431.txt,5+
770724193.txt,0+;1+;2+;3+;4+;5+;8-
745036242.txt,
798033299.txt,
775432785.txt,0-;3+;4-;5+;7+;8+
769417079.txt,3+
777891037.txt,4+;5+;8+
769647184.txt,3+
805798665.txt,
772946166.txt,
776667708.txt,7+
803306345.txt,3+
754643411.txt,3+
746051063.txt,8+
785415314.txt,0+;2+;3+;7+;8-
739357089.txt,0-;3+;4+
809557083.txt,7+
750191358.txt,3+
795230837.txt,4+;5+
747899589.txt,7+
733096742.txt,
769421194.txt,
771831034.txt,
753702038.txt,
809723234.txt,
790999841.txt,0-;3+
794594016.txt,0+;2+;3+;4-;8+
807881522.txt,
771922288.txt,3+
735946482.txt,3+
732377980.txt,0-;1+;3+;4-;6+;8-
759062876.txt,
778775413.txt,
808253751.txt,
777526306.txt,
742563288.txt,3+
746520652.txt,1+;7+;8-
759667980.txt,3+
761845257.txt,0+;2-;7+;8-
756857363.txt,0-;2-;3+;7-;8-
767542573.txt,3+
783737096.txt,3+
746065676.txt,3+
803559814.txt,7+
747462548.txt,
798814014.txt,3+
786302612.txt,0-;3+;6+;8-
767723492.txt,7+
772288730.txt,3+;4+
776481133.txt,
762210539.txt,1+;3+;5+
748890471.txt,7+;8-
771632696.txt,
733347605.txt,1+;8-
757611599.txt,
750013166.txt,
787566813.txt,3+;4-;7+;8-
785193780.txt,
762906946.txt,3+
763097249.txt,
741970500.txt,3+
751901785.txt,
775355130.txt,7+;8+
746112574.txt,
778050024.txt,5+
740011481.txt,
800977953.txt,7+
755074911.txt,2+;3-
760132602.txt,3+
796906793.txt,
768756919.txt,3+
796776692.txt,
760109125.txt,
752520527.txt,2+;3+
772685948.txt,
752771920.txt,
739946768.txt,0-;3+;4+;8-
800225227.txt,
742918930.txt,3+;4-;7+
801886739.txt,
768876183.txt,
798739950.txt,3+
809135020.txt,3+;4+;7+
783310191.txt,
751797261.txt,0-;3+
803846628.txt,3+
785537438.txt,1+
772043611.txt,2-;3+;7+;8-
773039290.txt,
783117656.txt,3+
770301218.txt,
806681605.txt,7+
767638289.txt,
735115660.txt,3-;6+;7+;8-
794079742.txt,7+;8-
774002712.txt,0-;3+
803872760.txt,
800014126.txt,
779761172.txt,
810179749.txt,3+
740153477.txt,
764217446.txt,
792137416.txt,
799703117.txt,0-;3+;8-
791435559.txt,7+
800957488.txt,3+
770582203.txt,3+
804520025.txt,
747912740.txt,0-;3+
770627405.txt,3+
785511767.txt,3-;8+
743396598.txt,0+;3+;4+;5+
758600765.txt,7+
808409560.txt,3+;4+
807805624.txt,3+
803931937.txt,7+
784208393.txt,
778845736.txt,5+;8-
786785405.txt,3+
796777589.txt,2+
797936352.txt,7+
762512005.txt,
794763226.txt,1+;2+;3+
803064741.txt,1+
758780777.txt,0-;1+;5-;6-;7+;8-
783569397.txt,3+;5+
791924355.txt,
792898515.txt,0-;3+;4+
804462362.txt,
789950339.txt,0-;3+
785811729.txt,3+
757178823.txt,3+
773304802.txt,
791951292.txt,7+
800809442.txt,8+
779994332.txt,3+
801332107.txt,3+;7+;8-
801300835.txt,1+;3+;8+
756350569.txt,
753080304.txt,8+
803464946.txt,
745948619.txt,3+
804735727.txt,3+
768781101.txt,
772424650.txt,3+
800145578.txt,0-;1+
766397776.txt,
749984111.txt,7+;8-
744392175.txt,3+;7+;8+
796351977.txt,
782216235.txt,
773778309.txt,7+
801963605.txt,0-;1+;2-;3+;4-;5+;8-
748176217.txt,
764247514.txt,1+;5+
770941600.txt,
790936081.txt,
777751720.txt,3+
803222397.txt,0+;3+;4+
807674606.txt,
804967041.txt,6+;7+
787789840.txt,3+
774094160.txt,7+
741426134.txt,0+;1+;3+;4+;5+;7+;8-
761397897.txt,
807063323.txt,7+
801591972.txt,3+
806377945.txt,
809552855.txt,7+
792011996.txt,3+
774902152.txt,
800289685.txt,8+
778054126.txt,
805944412.txt,7+
808646804.txt,
785928140.txt,3+
803389870.txt,3+
739403463.txt,7+;8+
775353370.txt,7+
797632721.txt,3+;4+
805851012.txt,3+
809833218.txt,1+;3+;4+
774980404.txt,
805861304.txt,3+
801402939.txt,8+
780864770.txt,3+
810038685.txt,3+;7-
794542538.txt,4+;5+;8+
773245313.txt,
761398363.txt,3+
795468629.txt,3+
776432495.txt,
748821930.txt,0-;3+
739918025.txt,3+
799935702.txt,
798222034.txt,3+
760205579.txt,3+
807881714.txt,1+
802899785.txt,1+;2+;4+
764094712.txt,3+
805962591.txt,
792204903.txt,3+
758669247.txt,3+
784193474.txt,3+
778759251.txt,
766026068.txt,
790162248.txt,
732247902.txt,
804494955.txt,7+
791418837.txt,3+;4+
793809274.txt,3+
781564199.txt,7+
768559534.txt,
755190041.txt,3+
806161771.txt,3+
737339551.txt,
756914053.txt,5+
747814706.txt,0+;1+;3+;4+;8-
786297158.txt,7+
792494959.txt,0+;3+;4+
775392539.txt,
774405723.txt,
806688808.txt,7+;8+
776457193.txt,
754693404.txt,
796857339.txt,3+
804079989.txt,0-;4+;5-
804108619.txt,3+
791727472.txt,3+
788462022.txt,
756913879.txt,3+
807252835.txt,0+;3+;5-;8-
776400395.txt,8+
805993581.txt,3+
738168280.txt,
747163709.txt,
806714570.txt,7+
808678660.txt,
763973948.txt,1+
768081750.txt,
767662203.txt,0-;5+
787641010.txt,
790426239.txt,3+
797902038.txt,3+
800948638.txt,3+
776456501.txt,5+
806387065.txt,7+
759763508.txt,5+;7+
802898274.txt,
751872616.txt,3+
800745259.txt,0-;8+
786802543.txt,3+
769282735.txt,1+;3+
792234031.txt,3+;4+
758781139.txt,5+;7+
804881444.txt,2+;3+
802880167.txt,0+;2-;3+;5-;8-
770765951.txt,7+;8+
774148821.txt,
760085099.txt,
799783468.txt,
747985636.txt,
748531835.txt,
766831635.txt,3+;5-
767019363.txt,0-;1+;3+;4+;5+;8-
745617875.txt,7+
779457465.txt,7+;8-
795131787.txt,
746411244.txt,6+;8+
789147621.txt,5+;7+
801973637.txt,1+;3+
807325111.txt,3+
761180626.txt,
805561167.txt,3+
765200757.txt,1+;3+
780014363.txt,3+
743128364.txt,3+
796845711.txt,8+
791997800.txt,
746025288.txt,8+
797438258.txt,0-;1+;3+;4+;6+;7+;8-
739390041.txt,
734373326.txt,
759160513.txt,0-;1+;3+;5+;7+;8-
781636515.txt,
775756005.txt,7+;8+
767636047.txt,
772965515.txt,3+
805302909.txt,
804605606.txt,
748569485.txt,1+
805177533.txt,0-;6+;7+;8-
810375664.txt,
800976869.txt,7+
809499245.txt,3+
794701053.txt,3+
801398085.txt,8+
773569921.txt,3+
805116324.txt,
801963427.txt,1+;3+
802895193.txt,
793788160.txt,1+;3+
771838021.txt,8+
796265199.txt,0+;3+;4-
779743131.txt,5+
765791912.txt,
765199867.txt,8+
744166130.txt,3+;7+
789634643.txt,1+;2-;3-;4-;7+;8+
748580232.txt,3+
795113861.txt,0+;3+
743423748.txt,7+;8+
766419320.txt,
806327955.txt,7+
792152440.txt,3+
773920836.txt,1+;7+
768841278.txt,3-;4-;7+;8+
779675285.txt,
760047669.txt,
805520299.txt,7+
768946259.txt,7+;8+
760099600.txt,3+
767217026.txt,3+
774787711.txt,8+
770951285.txt,
733995067.txt,
803464083.txt,
753354182.txt,
786267034.txt,
753511450.txt,
786271130.txt,
755616790.txt,3+;5+;7+
794920757.txt,0+;2-;3+;4+;8-
790471300.txt,
740362078.txt,
810343549.txt,0+;5+;7+
783745086.txt,5+;8+
768123186.txt,3+
757553586.txt,
762691285.txt,8+
763620001.txt,
764651663.txt,1+;2-;3-
773219989.txt,3+
780127492.txt,7+
767674824.txt,3+;4-
760398376.txt,0+;2+;3+;4+;5-;8-
789899021.txt,7+
804881583.txt,3+
743272855.txt,3+;8-
732827648.txt,
758053042.txt,1+;3+
787020986.txt,0-;1+;2+;3+;8-
802875363.txt,1+;3+
789721374.txt,3+
773803247.txt,7+
804669036.txt,4-;7+
787997615.txt,
785165679.txt,3+
773439977.txt,7+
787095481.txt,1+
770563867.txt,5+
746521254.txt,1+;7+;8-
790874419.txt,
785024194.txt,0+;2+;3+;8-
798927105.txt,3+
804809697.txt,0+;3+
768427538.txt,0-;1+;3+
773326373.txt,
744055159.txt,0-;3+;8-
761315231.txt,
773789940.txt,3+;5+
799582582.txt,0-;1+;5-;7+;8-
740014343.txt,3+
767126283.txt,0-;1+
766136636.txt,7+
758174400.txt,0+;4+
761755179.txt,
778176467.txt,
806421896.txt,
790908261.txt,
804759929.txt,3+
771745892.txt,3+
805684875.txt,7+
792011864.txt,
767455307.txt,0-;7+;8-
742559578.txt,
776748444.txt,
807680715.txt,
763494537.txt,3+
776718064.txt,8+
766423350.txt,7+
799980696.txt,1+;3+
755504925.txt,
760701774.txt,
737372120.txt,0-;2+;3+;4+;8-
796041384.txt,0+;2-;3+;8-
758340085.txt,
730872812.txt,
770558428.txt,
785954959.txt,
807533604.txt,7+
800371146.txt,
792249254.txt,3+
750462852.txt,7+;8-
810102222.txt,
789941501.txt,2+;3+
742141506.txt,
809290300.txt,3+
766853376.txt,3+
785008482.txt,3+;5+
739945790.txt,0-;1+;3+;4+;5+;7+;8-
786427311.txt,
808107474.txt,3+
785885123.txt,
800060222.txt,0-;3-;5-;7+;8-
791346180.txt,0-;2+;3-;4-;8-
771086265.txt,3+;5+
740388510.txt,3+
805542904.txt,3+
791734497.txt,
760581889.txt,
769649015.txt,
772446490.txt,3+
804860961.txt,
761036521.txt,3+
772443264.txt,3+
779353837.txt,6+;7+;8+
742418044.txt,2+
810059394.txt,
743300590.txt,
786763698.txt,0-;1+;3-;8-
810263715.txt,
807917289.txt,7+
798813073.txt,3+
748159673.txt,3+
767837709.txt,
773432401.txt,7+
755133957.txt,7+
751634994.txt,3+;6+;7+;8+
783438429.txt,1+;3+
793264571.txt,0+;1+;2+;3+;4-;6+;7+;8-
790886676.txt,3+
795508542.txt,7+
804719728.txt,7+
748263541.txt,1+;4+
776428252.txt,3+
809194495.txt,0-;3-;4-;5+;6+;8-
804085202.txt,3+
774723459.txt,
774969607.txt,
758763527.txt,
771124764.txt,3+;7+
808674573.txt,
750595615.txt,3+
758163224.txt,7+
806164256.txt,
796572192.txt,
801415629.txt,1+;3+;4+;5+
775219395.txt,3+
807323266.txt,3-;7+;8-
775401965.txt,7+
746046175.txt,
792648967.txt,
764218047.txt,
810372425.txt,0+;3+
754326825.txt,
788715510.txt,7+
771371904.txt,
747464785.txt,
791398563.txt,
746520239.txt,3+
749029928.txt,
737516980.txt,
749637781.txt,
737572584.txt,
803831631.txt,1+;3+
803121248.txt,3+
787124529.txt,3+
747975407.txt,3+
733299262.txt,
779748359.txt,5+;7+;8-
738040193.txt,6+;8+
787556610.txt,3+
803241712.txt,0-;3-;4+;5+;6+;8-
778000723.txt,7+;8+
803434883.txt,
safety_808305960_Z3506755.txt,
housing_instability_781822618_Z3241498.txt,0+;1+;3+
parent_employment_807626253_Z3478630.txt,0-;5-
childcare_805471532_Z1725330.txt,0-;3+;4-;8-
substance_abuse_734895220_Z1571626.txt,7-;8-
financial_strain_738809058_Z998494.txt,
transportation_805386989_Z3488131.txt,3+;4+
safety_805833529_Z3495747.txt,
food_insecurity_771346971_Z3434149.txt,
parent_employment_809125657_Z3477046.txt,0-;1-;3-;4-;8-
financial_strain_760903485_Z2988009.txt,3+
housing_instability_765771763_Z3292823.txt,0+;1+;3+;4+;5+;8-
substance_abuse_756526269_Z3311760.txt,0+;6-;8-
transportation_800152521_Z3478945.txt,4+
food_insecurity_758433908_Z3417391.txt,3+;4+
childcare_783775239_Z3435731.txt,
