file,cats
770724193.txt,0;1;2;3;4;5
745036242.txt,9
798033299.txt,9
775432785.txt,3;5;7;8
769417079.txt,3
777891037.txt,4;5;8
769647184.txt,3
805798665.txt,9
772946166.txt,9
776667708.txt,7
803306345.txt,3
754643411.txt,3
746051063.txt,8
785415314.txt,0;2;3;7
739357089.txt,3;4
809557083.txt,7
750191358.txt,3
795230837.txt,4;5
747899589.txt,7
733096742.txt,9
769421194.txt,9
771831034.txt,9
753702038.txt,9
809723234.txt,9
790999841.txt,3
794594016.txt,0;2;3;8
807881522.txt,9
771922288.txt,3
735946482.txt,3
732377980.txt,1;3;6
759062876.txt,9
778775413.txt,9
808253751.txt,9
777526306.txt,9
742563288.txt,3
746520652.txt,1;7
759667980.txt,3
761845257.txt,0;7
756857363.txt,3
767542573.txt,3
783737096.txt,3
746065676.txt,3
803559814.txt,7
747462548.txt,9
798814014.txt,3
786302612.txt,3;6
767723492.txt,7
772288730.txt,3;4
776481133.txt,9
762210539.txt,3;5
748890471.txt,7
771632696.txt,9
733347605.txt,1
757611599.txt,9
750013166.txt,9
787566813.txt,3
785193780.txt,9
762906946.txt,3
763097249.txt,9
741970500.txt,3
751901785.txt,9
775355130.txt,7;8
746112574.txt,9
778050024.txt,5
740011481.txt,9
800977953.txt,7
755074911.txt,2
760132602.txt,3
796906793.txt,9
768756919.txt,3
796776692.txt,9
760109125.txt,9
752520527.txt,2;3
772685948.txt,9
752771920.txt,9
739946768.txt,3;4
800225227.txt,9
742918930.txt,3;7
801886739.txt,9
768876183.txt,9
798739950.txt,9
809135020.txt,3;4;7
783310191.txt,9
751797261.txt,3
803846628.txt,3
785537438.txt,9
772043611.txt,3;7
773039290.txt,9
783117656.txt,3
770301218.txt,9
806681605.txt,7
767638289.txt,9
735115660.txt,6;7
794079742.txt,7
774002712.txt,3
803872760.txt,9
800014126.txt,9
779761172.txt,9
810179749.txt,3
740153477.txt,9
764217446.txt,9
792137416.txt,9
799703117.txt,3
791435559.txt,7
800957488.txt,3
770582203.txt,3
804520025.txt,9
747912740.txt,3
770627405.txt,3
785511767.txt,8
743396598.txt,0;3;4;5
758600765.txt,7
808409560.txt,3;4
807805624.txt,3
803931937.txt,7
784208393.txt,9
778845736.txt,5
786785405.txt,3
796777589.txt,2
797936352.txt,7
762512005.txt,9
794763226.txt,1;2;3
803064741.txt,9
758780777.txt,1;7
783569397.txt,3;5
791924355.txt,9
792898515.txt,3;4
804462362.txt,9
789950339.txt,3
785811729.txt,3
757178823.txt,3
773304802.txt,9
791951292.txt,7
800809442.txt,8
779994332.txt,3
801332107.txt,3
801300835.txt,3;8
756350569.txt,9
753080304.txt,8
803464946.txt,9
745948619.txt,3
804735727.txt,3
768781101.txt,9
772424650.txt,3
800145578.txt,9
766397776.txt,9
749984111.txt,7
744392175.txt,3;7;8
796351977.txt,9
782216235.txt,9
773778309.txt,7
801963605.txt,1;3;5
748176217.txt,9
764247514.txt,1;5
770941600.txt,9
790936081.txt,9
777751720.txt,3
803222397.txt,0;3;4
807674606.txt,9
804967041.txt,6;7
787789840.txt,3
774094160.txt,7
741426134.txt,0;1;3;4;5;7
761397897.txt,9
807063323.txt,7
801591972.txt,3
806377945.txt,9
809552855.txt,7
792011996.txt,3
774902152.txt,9
800289685.txt,8
778054126.txt,9
805944412.txt,7
808646804.txt,9
785928140.txt,3
803389870.txt,3
739403463.txt,7;8
775353370.txt,7
797632721.txt,3;4
805851012.txt,3
809833218.txt,3;4
774980404.txt,9
805861304.txt,3
801402939.txt,8
780864770.txt,3
810038685.txt,3
794542538.txt,4;5;8
773245313.txt,9
761398363.txt,3
795468629.txt,3
776432495.txt,9
748821930.txt,3
739918025.txt,3
799935702.txt,9
798222034.txt,3
760205579.txt,3
807881714.txt,1
802899785.txt,2;4
764094712.txt,3
805962591.txt,9
792204903.txt,3
758669247.txt,3
784193474.txt,3
778759251.txt,9
766026068.txt,9
790162248.txt,9
732247902.txt,9
804494955.txt,7
791418837.txt,3;4
793809274.txt,3
781564199.txt,7
768559534.txt,9
755190041.txt,3
806161771.txt,3
737339551.txt,9
756914053.txt,5
747814706.txt,0;1;3;4
786297158.txt,7
792494959.txt,0;3;4
775392539.txt,9
774405723.txt,9
806688808.txt,7;8
776457193.txt,9
754693404.txt,9
796857339.txt,3
804079989.txt,4
804108619.txt,3
791727472.txt,3
788462022.txt,9
756913879.txt,3
807252835.txt,0;3
776400395.txt,8
805993581.txt,3
738168280.txt,9
747163709.txt,9
806714570.txt,7
808678660.txt,9
763973948.txt,1
768081750.txt,9
767662203.txt,5
787641010.txt,9
790426239.txt,3
797902038.txt,3
800948638.txt,3
776456501.txt,5
806387065.txt,7
759763508.txt,5;7
802898274.txt,9
751872616.txt,3
800745259.txt,8
786802543.txt,3
769282735.txt,1;3
792234031.txt,3;4
758781139.txt,5;7
804881444.txt,2;3
802880167.txt,0;3
770765951.txt,7;8
774148821.txt,9
760085099.txt,9
799783468.txt,9
747985636.txt,9
748531835.txt,9
766831635.txt,3
767019363.txt,1;3;4;5
745617875.txt,7
779457465.txt,7
795131787.txt,9
746411244.txt,6;8
789147621.txt,5;7
801973637.txt,3
807325111.txt,3
761180626.txt,9
805561167.txt,3
765200757.txt,1;3
780014363.txt,3
743128364.txt,3
796845711.txt,8
791997800.txt,9
746025288.txt,8
797438258.txt,1;3;4;6;7
739390041.txt,9
734373326.txt,9
759160513.txt,1;3;5;7
781636515.txt,9
775756005.txt,7;8
767636047.txt,9
772965515.txt,3
805302909.txt,9
804605606.txt,9
748569485.txt,9
805177533.txt,6;7
810375664.txt,9
800976869.txt,7
809499245.txt,3
794701053.txt,3
801398085.txt,8
773569921.txt,3
805116324.txt,9
801963427.txt,3
802895193.txt,9
793788160.txt,3
771838021.txt,8
796265199.txt,0;3
779743131.txt,5
765791912.txt,9
765199867.txt,8
744166130.txt,3;7
789634643.txt,1;7;8
748580232.txt,3
795113861.txt,0;3
743423748.txt,7;8
766419320.txt,9
806327955.txt,7
792152440.txt,3
773920836.txt,1;7
768841278.txt,7;8
779675285.txt,9
760047669.txt,9
805520299.txt,7
768946259.txt,7;8
760099600.txt,3
767217026.txt,3
774787711.txt,8
770951285.txt,9
733995067.txt,9
803464083.txt,9
753354182.txt,9
786267034.txt,9
753511450.txt,9
786271130.txt,9
755616790.txt,3;5;7
794920757.txt,0;3;4
790471300.txt,9
740362078.txt,9
810343549.txt,0;5;7
783745086.txt,8
768123186.txt,3
757553586.txt,9
762691285.txt,8
763620001.txt,9
764651663.txt,9
773219989.txt,3
780127492.txt,7
767674824.txt,3
760398376.txt,0;2;3;4
789899021.txt,7
804881583.txt,3
743272855.txt,3
732827648.txt,9
758053042.txt,1;3
787020986.txt,1;2;3
802875363.txt,1;3
789721374.txt,3
773803247.txt,7
804669036.txt,7
787997615.txt,9
785165679.txt,3
773439977.txt,7
787095481.txt,1
770563867.txt,5
746521254.txt,1;7
790874419.txt,9
785024194.txt,0;2;3
798927105.txt,3
804809697.txt,0;3
768427538.txt,3
773326373.txt,9
744055159.txt,3
761315231.txt,9
773789940.txt,3;5
799582582.txt,1;7
740014343.txt,3
767126283.txt,1
766136636.txt,7
758174400.txt,0;4
761755179.txt,9
778176467.txt,9
806421896.txt,9
790908261.txt,9
804759929.txt,3
771745892.txt,3
805684875.txt,7
792011864.txt,9
767455307.txt,7
742559578.txt,9
776748444.txt,9
807680715.txt,9
763494537.txt,3
776718064.txt,8
766423350.txt,7
799980696.txt,3
755504925.txt,9
760701774.txt,9
737372120.txt,2;3;4
796041384.txt,0;3
758340085.txt,9
730872812.txt,9
770558428.txt,9
785954959.txt,9
807533604.txt,7
800371146.txt,9
792249254.txt,3
750462852.txt,7
810102222.txt,9
789941501.txt,2;3
742141506.txt,9
809290300.txt,3
766853376.txt,3
785008482.txt,3;5
739945790.txt,1;3;4;5;7
786427311.txt,9
808107474.txt,3
785885123.txt,9
800060222.txt,7
791346180.txt,2
771086265.txt,3;5
740388510.txt,3
805542904.txt,3
791734497.txt,9
760581889.txt,9
769649015.txt,9
772446490.txt,3
804860961.txt,9
761036521.txt,3
772443264.txt,3
779353837.txt,6;7;8
742418044.txt,2
810059394.txt,9
743300590.txt,9
786763698.txt,1
810263715.txt,9
807917289.txt,7
798813073.txt,3
748159673.txt,3
767837709.txt,9
773432401.txt,7
755133957.txt,7
751634994.txt,3;6;7;8
783438429.txt,1;3
793264571.txt,0;1;2;3;6;7
790886676.txt,3
795508542.txt,7
804719728.txt,7
748263541.txt,1;4
776428252.txt,3
809194495.txt,5;6
804085202.txt,3
774723459.txt,9
774969607.txt,9
758763527.txt,9
771124764.txt,3;7
808674573.txt,9
750595615.txt,3
758163224.txt,7
806164256.txt,9
796572192.txt,9
801415629.txt,3;4;5
775219395.txt,3
807323266.txt,7
775401965.txt,7
746046175.txt,9
792648967.txt,9
764218047.txt,9
810372425.txt,0;3
754326825.txt,9
788715510.txt,7
771371904.txt,9
747464785.txt,9
791398563.txt,9
746520239.txt,3
749029928.txt,9
737516980.txt,9
749637781.txt,9
737572584.txt,9
803831631.txt,3
803121248.txt,3
787124529.txt,3
747975407.txt,3
733299262.txt,9
779748359.txt,7
738040193.txt,6;8
787556610.txt,3
803241712.txt,4;5;6
778000723.txt,7;8
803434883.txt,9
safety_808305960_Z3506755.txt,9
housing_instability_781822618_Z3241498.txt,0;1;3
parent_employment_807626253_Z3478630.txt,9
childcare_805471532_Z1725330.txt,3
substance_abuse_734895220_Z1571626.txt,9
financial_strain_738809058_Z998494.txt,9
transportation_805386989_Z3488131.txt,3;4
safety_805833529_Z3495747.txt,9
food_insecurity_771346971_Z3434149.txt,9
parent_employment_809125657_Z3477046.txt,9
financial_strain_760903485_Z2988009.txt,3
housing_instability_765771763_Z3292823.txt,0;1;3;4;5
substance_abuse_756526269_Z3311760.txt,0
transportation_800152521_Z3478945.txt,4
food_insecurity_758433908_Z3417391.txt,3;4
childcare_783775239_Z3435731.txt,9
